video,duration_s,fps,n_frames,size_MB
915ee9f87ed08574.mp4,600.133333,15.0,9002,375.127346
91a120b16bcf6c52.mp4,600.133333,15.0,9002,102.346576
948f2a92a76446c7.mp4,613.4,15.0,9201,154.366994
99a38ba07d87dc68.mp4,600.133333,15.0,9002,203.108052
94ce0afd5f08b035.mp4,900.133333,15.0,13502,286.758953
99e2dcde53231cf0.mp4,600.133333,15.0,9002,187.137224
92c727a3edff6092.mp4,604.533333,15.0,9068,260.403851
98bf4e58c6519529.mp4,600.133333,15.0,9002,273.722364
97155f5bb5abd234.mp4,602.0,15.0,9030,335.13531
9a2c0a4621c76951.mp4,600.2,15.0,9003,287.194386
94714c62fc69e703.mp4,600.866667,15.0,9013,525.174265
9b2db5bc837eb13e.mp4,900.133333,15.0,13502,383.323878
9b7588c59c197d64.mp4,607.133333,15.0,9107,177.810693
9b21ee598535c519.mp4,605.533333,15.0,9083,250.810673
985053519dfa50d5.mp4,605.0,15.0,9075,131.385415
9bccea62f905b3e6.mp4,600.266667,15.0,9004,192.26619
9613123a4d0212a0.mp4,600.133333,15.0,9002,162.536718
9bab9b303c81a11d.mp4,600.4,15.0,9006,246.123959
9e6f118e71c951d9.mp4,600.333333,15.0,9005,485.004802
9da48913823712b0.mp4,600.066667,15.0,9001,333.684989
9e889ac62c531781.mp4,606.333333,15.0,9095,265.45101
9f00cea9b9eef2d2.mp4,600.066667,15.0,9001,164.123198
9cbaa2f2d526b6f8.mp4,600.066667,15.0,9001,146.725142
9fd79af7f7994bbd.mp4,626.8,15.0,9402,464.141241
a0df43914f73c2c8.mp4,600.133333,15.0,9002,172.739976
9e67e002962b2b7b.mp4,611.866667,15.0,9178,210.867982
9da6c6890a9414bb.mp4,600.133333,15.0,9002,141.3975
a16befce2f4e12ee.mp4,605.8,15.0,9087,362.610634
9bbb12e711478ff8.mp4,611.666667,15.0,9175,361.0683
a079c1722e263a13.mp4,600.066667,15.0,9001,243.06852
9ecf8a8d53a4bc4f.mp4,507.066667,15.0,7606,237.129681
a2740698b50bdd8e.mp4,600.333333,15.0,9005,168.261771
a12fcce1fd9303be.mp4,618.866667,15.0,9283,70.105076
a2756d0d739a9644.mp4,600.133333,15.0,9002,243.64669
a30ef37d2d7e1a9d.mp4,600.133333,15.0,9002,149.342768
a19371b47d71f919.mp4,600.333333,15.0,9005,276.160437
9fd7a3d8bf39c2e8.mp4,600.333333,15.0,9005,413.556216
a37331459824bcb9.mp4,600.133333,15.0,9002,317.76988
a503f181e5981135.mp4,600.266667,15.0,9004,303.523736
a035a49d70ac199e.mp4,600.133333,15.0,9002,187.701696
a5a49f2d406c1fa9.mp4,625.133333,15.0,9377,428.875789
a4cc59d31c1ff9f5.mp4,600.133333,15.0,9002,128.492456
a65dec1048bd5e15.mp4,607.533333,15.0,9113,814.023448
a1bc43bb8cf369e6.mp4,601.666667,15.0,9025,442.431616
a5de9225be1f781f.mp4,616.2,15.0,9243,292.323391
a3465114a56fdfd2.mp4,614.733333,15.0,9221,561.800121
a58e93d717750fbf.mp4,660.333333,15.0,9905,487.159149
a812622abd9dbec3.mp4,605.066667,15.0,9076,311.111238
a86f2f3570b7db44.mp4,602.2,15.0,9033,290.67519
a510fbc0d1fdac03.mp4,600.066667,15.0,9001,237.278618
a6b364bfa11fe3f8.mp4,621.533333,15.0,9323,262.675392
a8fac98f26a2bbf9.mp4,607.466667,15.0,9112,289.119771
ab3890aac6dddc5b.mp4,604.0,15.0,9060,376.881631
aba51830e340f122.mp4,622.266667,15.0,9334,941.034673
a857fa4c6dcbde0b.mp4,600.133333,15.0,9002,163.604167
a74d09fd1a2a1ab6.mp4,581.0,15.0,8715,310.034723
acb3d780d280f0b6.mp4,600.466667,15.0,9007,156.642055
acf854d6fe306870.mp4,600.133333,15.0,9002,203.66
ab771e7755948ddd.mp4,600.266667,15.0,9004,144.280919
b0f5fc37b845b78a.mp4,600.2,15.0,9003,232.383691
a79da05071fe6c1e.mp4,600.066667,15.0,9001,182.183605
aba90d4060290a87.mp4,597.666667,15.0,8965,901.355482
b10af5fc524986a4.mp4,606.4,15.0,9096,577.69757
aa4de1bef2a624b1.mp4,600.133333,15.0,9002,151.181023
ac25c972dd028054.mp4,600.6,15.0,9009,360.566202
ac411836489d5df4.mp4,602.4,15.0,9036,320.909684
ad91986c05d65a03.mp4,600.266667,15.0,9004,190.737296
b272a41741a986ac.mp4,620.466667,15.0,9307,551.228729
b291a5566d2fb7a6.mp4,600.2,15.0,9003,122.10289
ae44ac9a386f2f7b.mp4,613.6,15.0,9204,400.430869
b315f2ced6b15790.mp4,600.533333,15.0,9008,476.258334
b1282fb2240f4723.mp4,611.0,15.0,9165,379.642984
b290dea2f952be00.mp4,600.066667,15.0,9001,217.532709
b3fba3c9b747e519.mp4,600.133333,15.0,9002,140.023305
b5bc3f73ae322ee9.mp4,602.333333,15.0,9035,386.382211
b2687a8de64cddc0.mp4,605.6,15.0,9084,283.601523
b27d074aca964ba7.mp4,600.133333,15.0,9002,183.587502
b32b516fae8b102c.mp4,600.666667,15.0,9010,250.972686
b76b21f72125b1ca.mp4,600.133333,15.0,9002,125.459387
b437216f70a77454.mp4,600.133333,15.0,9002,236.900321
b67686a226da2f5a.mp4,600.2,15.0,9003,227.830361
b76d10dcd8243a01.mp4,557.466667,15.0,8362,193.254068
b81309c658782384.mp4,605.933333,15.0,9089,934.946079
b670fb214bff9a2b.mp4,605.333333,15.0,9080,195.137598
b38d58abcd059eeb.mp4,600.933333,15.0,9014,421.078141
b62094c953346377.mp4,600.066667,15.0,9001,310.840888
b863b8980be825e3.mp4,638.6,15.0,9579,452.939257
b724c4870790d192.mp4,607.0,15.0,9105,311.460585
b90eb2cedaf6975d.mp4,675.466667,15.0,10132,496.850491
bbf5f37b642d5756.mp4,600.066667,15.0,9001,204.771105
b73ee3f206e0f0c2.mp4,607.6,15.0,9114,272.154426
bc6cc236f240d2cd.mp4,600.466667,15.0,9007,136.225657
bc1c13c75646fb2f.mp4,600.333333,15.0,9005,251.288651
b6ad8e6dbda2713a.mp4,608.0,15.0,9120,190.41358
bc484bf7424a0679.mp4,599.4,15.0,8991,327.919128
b7b62d576af7c64d.mp4,610.066667,15.0,9151,217.559647
bde055e6fe9d2c08.mp4,605.266667,15.0,9079,162.472177
bb165f4c81827b82.mp4,600.133333,15.0,9002,138.882312
bbf6e152b6ee763a.mp4,627.666667,15.0,9415,281.564593
be368a6954a25857.mp4,600.066667,15.0,9001,206.164696
c037cfcb6d618e43.mp4,600.066667,15.0,9001,176.344342
ba88525691af500d.mp4,619.266667,15.0,9289,656.946844
be18a5e734f021c7.mp4,612.8,15.0,9192,547.335698
bea72d159e1eca4b.mp4,600.133333,15.0,9002,251.259169
c07cbdb66d404af3.mp4,600.333333,15.0,9005,280.725716
c15faf882b2c3529.mp4,600.2,15.0,9003,149.268849
bcd0a869b9339fe2.mp4,600.4,15.0,9006,263.035766
c6866ef535b21a76.mp4,551.0,15.0,8265,191.387342
c1c0e982b39c5ffb.mp4,647.933333,15.0,9719,496.910014
bf2a33ef5e329708.mp4,609.666667,15.0,9145,205.012144
c10c12038a112a1a.mp4,310.0,15.0,4650,114.625681
c663d84f69482b36.mp4,600.066667,15.0,9001,141.642295
c894c42c5e02dec9.mp4,600.133333,15.0,9002,129.819208
c68d6e65e566b11f.mp4,600.2,15.0,9003,321.427505
c87158fb587b4beb.mp4,600.133333,15.0,9002,156.036015
c060b9a8c96fcc0f.mp4,660.133333,15.0,9902,106.202806
c21062e32dcbecee.mp4,600.266667,15.0,9004,440.26923
c8661556555ace32.mp4,600.133333,15.0,9002,120.985735
c7403ae0345a15f9.mp4,600.133333,15.0,9002,377.352239
ca6c5a6e706c2094.mp4,600.133333,15.0,9002,414.308254
cc37909ac018919c.mp4,612.333333,15.0,9185,380.992748
c8cb286a8a6583c7.mp4,617.933333,15.0,9269,564.928201
cc843edff14ff1a5.mp4,603.6,15.0,9054,358.090226
cd3527f83b3036e2.mp4,600.133333,15.0,9002,113.653992
c919300af537a381.mp4,660.6,15.0,9909,279.949299
ce7e498bea4c4036.mp4,600.133333,15.0,9002,149.299155
ce5f716477b5bf44.mp4,611.8,15.0,9177,435.471971
c8fb0b8e48aaba3c.mp4,456.933333,15.0,6854,370.255228
c965b61791599ed8.mp4,601.666667,15.0,9025,282.040251
d00b07b27508e864.mp4,622.0,15.0,9330,480.817536
cb85d5789afca909.mp4,600.133333,15.0,9002,138.008788
cdc003099b8dd3c5.mp4,600.133333,15.0,9002,179.5804
ce8d213682d87166.mp4,629.6,15.0,9444,237.792725
cfd872ca200e9529.mp4,600.133333,15.0,9002,354.326923
d2a5b3524afba5e0.mp4,605.4,15.0,9081,402.105219
cf2bd89a7b5d37d8.mp4,600.2,15.0,9003,210.902494
d1a6067a7a75a228.mp4,601.733333,15.0,9026,343.489369
d48d1679faa0819e.mp4,615.266667,15.0,9229,163.711625
d12791aa7c6e8d2f.mp4,600.133333,15.0,9002,220.546993
d09b1339fe1d32dc.mp4,602.266667,15.0,9034,331.951481
d0db0bf6b9ab74e5.mp4,600.133333,15.0,9002,302.554171
cec98dddd7ad2495.mp4,653.8,15.0,9807,517.982546
d6921118cad55955.mp4,623.533333,15.0,9353,588.68246
d0ad286d0fd978f7.mp4,600.133333,15.0,9002,359.761399
d4ad94f700885cee.mp4,661.666667,15.0,9925,163.82537
d5f033c63f09b95a.mp4,600.133333,15.0,9002,191.176576
d8c6c71f8aded7f4.mp4,600.066667,15.0,9001,147.427394
d73174bdd7a22aaf.mp4,600.266667,15.0,9004,195.259904
d89f42607516218a.mp4,744.066667,15.0,11161,372.844031
d67e1186a658d9bc.mp4,600.466667,15.0,9007,285.887568
d64ed0d63b455510.mp4,613.666667,15.0,9205,532.929332
d5bbef6bd26a6384.mp4,609.533333,15.0,9143,340.654052
dbafb0e35a78a21d.mp4,603.0,15.0,9045,178.92221
dc47e12181b4f76e.mp4,607.4,15.0,9111,203.314471
d938c527010d0246.mp4,600.133333,15.0,9002,218.753838
d9e802102d6400ba.mp4,603.4,15.0,9051,188.900111
dc93aa20988701ba.mp4,600.133333,15.0,9002,123.245358
dcdb8d8cd7889358.mp4,600.066667,15.0,9001,190.44857
dd61f1e40f3be0f4.mp4,763.133333,15.0,11447,198.384027
dcc8378bca4fb4d8.mp4,600.066667,15.0,9001,215.171328
d9db6fb1cdf4bc7d.mp4,600.2,15.0,9003,159.093403
dd33e427eabbe593.mp4,600.066667,15.0,9001,287.91633
dd47023168ffb6cf.mp4,600.266667,15.0,9004,262.985304
dbc5348e4a5ed4da.mp4,599.866667,15.0,8998,414.123003
deacfa3d4686dfa2.mp4,618.6,15.0,9279,754.308856
dde4effbbc55e8a0.mp4,615.6,15.0,9234,458.757346
df020e5f1eb92edd.mp4,600.133333,15.0,9002,108.488909
e1a178b47d998874.mp4,603.666667,15.0,9055,376.661833
df8fe3a9b2744d7d.mp4,600.333333,15.0,9005,464.918156
e1cf4266007a09fc.mp4,789.0,15.0,11835,782.288643
e0641c46302f6c4a.mp4,600.133333,15.0,9002,406.520283
e0350daea52c7ddf.mp4,605.333333,15.0,9080,218.310901
e174f252b4965685.mp4,601.533333,15.0,9023,324.867756
e01d486f76bc5d26.mp4,601.4,15.0,9021,633.874462
e160e5031b2b7f7b.mp4,617.666667,15.0,9265,406.254843
e21cbde6a9acfc39.mp4,609.6,15.0,9144,193.239583
e1df5f7739249f5e.mp4,600.333333,15.0,9005,186.48598
e0671b2368ea4cd6.mp4,620.266667,15.0,9304,254.949265
e3f2d04be59af3eb.mp4,600.066667,15.0,9001,150.490505
e1fe951227c018f2.mp4,600.066667,15.0,9001,179.592885
e1e7ce832da64fd4.mp4,610.866667,15.0,9163,373.298605
e31690b83652844a.mp4,609.4,15.0,9141,514.536997
e373a6d763abf3e5.mp4,618.333333,15.0,9275,644.526511
df5f62c7c1e941d6.mp4,601.666667,15.0,9025,323.73018
e4947cad50181471.mp4,607.666667,15.0,9115,204.602409
e31fff469914d9c8.mp4,600.133333,15.0,9002,436.454476
e35940287634d819.mp4,900.133333,15.0,13502,637.273741
e2e76d2c5624e3de.mp4,601.933333,15.0,9029,366.789161
e2c8555da7bb650a.mp4,600.333333,15.0,9005,239.06061
e3be3647b8bce029.mp4,600.133333,15.0,9002,164.371912
e40865d30d1c1594.mp4,600.066667,15.0,9001,222.511694
e58aa85ab695d9cf.mp4,612.8,15.0,9192,156.759912
e531f121a4a804ad.mp4,601.533333,15.0,9023,390.210253
e61a0c50e14505ad.mp4,607.866667,15.0,9118,638.438871
e5f0a71c73ee4f93.mp4,600.133333,15.0,9002,175.066255
e78f2a7a7ab24341.mp4,627.533333,15.0,9413,335.711542
e76f7860b790d996.mp4,600.666667,15.0,9010,490.210012
e80db9b80583d44e.mp4,609.066667,15.0,9136,223.740071
e5c41c61342fb8bb.mp4,600.066667,15.0,9001,140.684279
e7fcdfd76103e193.mp4,606.4,15.0,9096,180.890184
e6c6bf80b923fecb.mp4,600.133333,15.0,9002,416.573982
e79b9a6810c607c8.mp4,620.333333,15.0,9305,369.915827
e8797da62ff09125.mp4,602.533333,15.0,9038,445.449473
e9d15687eea0b786.mp4,610.466667,15.0,9157,218.956335
e93c3bfaeed14fe6.mp4,611.466667,15.0,9172,208.439766
ea130c0e5f45f32f.mp4,600.266667,15.0,9004,186.662192
ecf8e9e9c8fcbd8a.mp4,600.2,15.0,9003,182.106569
ea96f6fffa0cea82.mp4,616.2,15.0,9243,110.251493
e6bd011662276977.mp4,608.8,15.0,9132,248.726585
ea1ebfee98ea5267.mp4,628.666667,15.0,9430,322.907676
edaffe97b6620535.mp4,616.8,15.0,9252,255.184951
eb2ca46b8e506463.mp4,605.0,15.0,9075,93.893815
e9054b8f2eba960d.mp4,608.466667,15.0,9127,454.324173
ea24fc0365d5498a.mp4,646.4,15.0,9696,556.260739
ef25e0913ba7dcc9.mp4,605.866667,15.0,9088,526.170435
eab60fc3ebd45353.mp4,616.733333,15.0,9251,747.246487
e9f21972ff8c3870.mp4,600.4,15.0,9006,297.793125
ebd8e191c386b280.mp4,630.666667,15.0,9460,300.017867
efe05555186eeea8.mp4,600.133333,15.0,9002,258.807397
ed9b6346bee64283.mp4,600.133333,15.0,9002,147.987438
f157244a935aeb48.mp4,600.133333,15.0,9002,210.657469
ef51015464812b8c.mp4,554.866667,15.0,8323,164.559187
f03441accf18f5ca.mp4,600.466667,15.0,9007,158.406386
f007e9c9cb65c590.mp4,635.933333,15.0,9539,288.150303
f028f4b2f34cc85d.mp4,600.866667,15.0,9013,269.136491
f06b20e6dc00da11.mp4,600.066667,15.0,9001,209.495706
ef75ac3d92198596.mp4,600.066667,15.0,9001,240.984345
f2ec78a1ecc0e859.mp4,600.133333,15.0,9002,301.587094
f21c3b8ce64dc2fb.mp4,600.133333,15.0,9002,253.72204
f267337fae95a881.mp4,606.533333,15.0,9098,328.964755
f3535a6623c8d73c.mp4,600.066667,15.0,9001,213.653093
ef2ef1313755ec07.mp4,609.4,15.0,9141,462.823433
f06bcd6accde47d9.mp4,600.133333,15.0,9002,488.906635
f27d47cd5dbd6586.mp4,613.066667,15.0,9196,535.338386
f35cc4940be701c8.mp4,617.4,15.0,9261,127.580255
f11fb6958943a777.mp4,605.333333,15.0,9080,311.348618
f5780d9b0cfed901.mp4,613.133333,15.0,9197,103.73698
f5cd22aab57406dc.mp4,600.333333,15.0,9005,453.778003
f333d6e395e6afc5.mp4,600.266667,15.0,9004,410.982385
f377d9635cb0bfb0.mp4,600.133333,15.0,9002,200.832239
f4641dd942f4f1df.mp4,600.2,15.0,9003,249.39598
f65855c5790ba916.mp4,600.066667,15.0,9001,103.022342
f70eabbe9ea52f23.mp4,600.066667,15.0,9001,286.34734
f4d2a0877e75856b.mp4,600.066667,15.0,9001,94.505676
f9d729b8085cef5e.mp4,603.066667,15.0,9046,558.12893
fa31ca8100085de1.mp4,605.333333,15.0,9080,158.752755
f6f3614a2d9f01b4.mp4,605.466667,15.0,9082,319.466139
f86b147546baa484.mp4,619.333333,15.0,9290,433.23542
f7695db49909a96f.mp4,600.466667,15.0,9007,496.502917
f91c5e9d66190337.mp4,612.0,15.0,9180,555.533795
f5af4eee813b9c6c.mp4,600.333333,15.0,9005,449.589147
f86d9f011c206fcd.mp4,601.2,15.0,9018,659.479113
fdb3a314f0780b11.mp4,606.466667,15.0,9097,406.328097
fc12d4e78cb8b907.mp4,671.733333,15.0,10076,127.078834
fe34b3af082ac499.mp4,600.133333,15.0,9002,122.543887
f93a9b2e77ccdf89.mp4,644.266667,15.0,9664,198.384172
fd2b5b76d5b9b925.mp4,602.666667,15.0,9040,112.372251
ff1b1c73b6ea250f.mp4,603.0,15.0,9045,246.029781
f740c282872c240d.mp4,742.866667,15.0,11143,733.398722
fd922a7f58506440.mp4,613.666667,15.0,9205,474.730348
73794817c7d14657.mp4,600.133333,15.0,9002,156.453438
fe19b9dc6e384e4a.mp4,600.066667,15.0,9001,235.507383
febc10367e2090b2.mp4,597.733333,15.0,8966,254.030086
046f557aae4c377b.mp4,600.133333,15.0,9002,177.211898
ff5854db35d7a9bc.mp4,600.066667,15.0,9001,108.258867
d8f1acbcce1e4747.mp4,600.133333,15.0,9002,134.389918
ff20262920073129.mp4,605.4,15.0,9081,435.503702
